filename,caption
1921.png,"['একটা ছেলে কাঁধে ক্রিকেট ব্যাট হাতে দাঁড়িয়ে আছে আর পিছনে সূর্য অস্ত যাওয়ার দৃশ্য দেখা যাচ্ছে।', 'আলো ছায়াতে একজন ক্যাপ পরিহিত একজন পুরুষ কাঁধে ব্যাট নিয়ে দাড়িয়ে আছে।']"
1922.png,"['হাত-পা ছাড়া একজন শারীরিক প্রতিবন্ধী লোক ব্যাট হাতে ক্রিকেট খেলছে।', 'একজন পঙ্গু ছেলে হাতে ব্যাট নিয়ে আছে।']"
1923.png,"[' শাড়ি পড়নে একজন মহিলা রাস্তার দুই ধারের গাছের সারির মাঝখনের পরে থাকা পাতা ঝাড়ু দিচ্ছে।  ', 'একজন নারী ঝাড়ু দিচ্ছে।']"
1924.png,"['একজন লোক ক্যামেরা হাতে নিয়ে আপেল বাগানে আপেল গাছের ভিডিও করছে। ', 'ফল গাছের পাশে একজন পুরুষ আছে।']"
1925.png,"['দুইজন লোকের মধ্যে বামপাশের জন লাল-নীল শার্ট,সানগ্লাস ও ডানপাশের জন ধূসর রঙের টিশার্ট, সানগ্লাস পরে একজন অপরজনের কাঁধে হাত রেখে দাঁড়িয়ে আছে।  ', 'চশমা পরিহিত দুইজন পুরুষ পাশাপাশি দাড়িয়ে আছে।']"
1926.png,"['একটা মেয়ে গলায় মালা, কপালে টিপ, মাথায় টায়রা ও ফুল লাগিয়ে হাতে আলতা পরে একটা বাটিতে লাল, সবুজ, হলুদ, গোলাপি রং নিয়ে হাঁসিমুখে দাঁড়িয়ে আছে।', 'একজন নারী সেজেছে। সে হাতে রঙ নিয়ে আছে।']"
1927.png,"['সূর্যাস্তের সময় চারদিকের অন্ধকারের মাঝে একটা ট্রেন এর ছাদের উপর কয়েকজন লোক দাঁড়িয়ে, বসে আছে দেখা যাচ্ছে।  ', 'আলো ছায়াতে কয়েকজন মানুষ দেখা যাচ্ছে।']"
1928.png,"['চাঁদের ঊজ্জল আলোয় নদীর পানি জল জল করছে আর তার মাঝে নদীতে একটা নৌকা নিয়ে মাঝি ভেসে বেড়াচ্ছে।  ', 'জলাশয়ে একটি নৌকা দেখা যাচ্ছে।']"
1929.png,"['ছেলেদের পোশাকের দোকানে শার্ট, প্যান্ট সাজানো আছে আর সাথে দোকানে কয়েকজন ক্রেতা- বিক্রেতা দেখা যাচ্ছে।  ', 'কাপড়ের দোকানে কয়েকজন মানুষ দেখা যাচ্ছে।']"
1930.png,"['পুকুরের ঘাটলায় গেঞ্জি, লুঙ্গি ও পায়ে স্যান্ডেল পরে সিঁড়িতে বসে একটা লোক পুকুরের পানিতে মুখ, হাত- পা ধুচ্ছে। ', 'জলাশয় এর পাশে একজন পুরুষ বসে আছে।']"
1931.png,"['বামপাশের লোকটা আকাশি ও ডানপাশের লোকটা নীল রঙের টিশার্ট পড়নে আর তাদের মাঝে একটা মেয়ে কালো-গোলাপি রঙের জামা পরে একসাথে দাঁড়িয়ে আছে।  ', 'মধ্যে একজন নারী ও দুইপাশে দুইটি পুরুষ দাড়িয়ে আছে।']"
1932.png,"['একটা মহিলা ধূসর-লাল রঙের শাড়ি পরে বালু বোঝাই ঝুড়ি মাথায় করে নিয়ে যাচ্ছে। ', 'একজন নারী মাথায় বোঝা নিয়ে আছে।']"
1933.png,"['হলুদ- কালো রং করা ফুট ওভারব্রিজের উপর দিয়ে একজন মহিলা ও একজন পুরুষ হেঁটে যাচ্ছে আর একটা লোক দাঁড়িয়ে আছে। ', 'একজন নারী ও একটি পুরুষ হেঁটে যাচ্ছে। দূরে একজন পুরুষ দাড়িয়ে আছে।']"
1934.png,"['একটা গলাগুলির দিনে কয়েকজন মহিলা, পুরুষ দৌড়াদৌড়ি করছে আর তিনজন লোক একটা লোককে ধরাধরি করে নিয়ে যাচ্ছে। ', 'দুইজন পুরুষ একজন পুরুষকে ধরে নিয়ে যাচ্ছে। পাশে কয়েকজন মানুষ আছে।']"
1935.png,"['একটা লোক সাথে ছোট একটা বাচ্চা যার পড়নে একটা সাদা জামা ও মাথায় জন্মদিনের তুলে লাগিয়ে আছে। ', 'একজন পুরুষ একটি শিশু ধরে আছে।']"
1936.png,"['রিউনিওন ফেস্টিভ্যালে কয়েকজন মিলে একই রকম টিশার্ট পরে, ঘোড়ার গাড়ি নিয়ে আনন্দ মিছিল করেছে। ', 'কালো জামা পরিহিত অনেকগুলো পুরুষ একসাথে হেঁটে আসছে।']"
1937.png,"['একটা মেয়ে আর দুইটা ছেলে দাঁড়িয়ে তিনজন মিলে একসাথে জন্মদিনের কেক কাটছে। ', 'দুইজন পুরুষ ও একজন নারী পাশাপাশি দাড়িয়ে আছে।']"
1938.png,"['হিন্দু ধর্ম্যালম্বী মানুষজন তাদের কোনো এক ধর্মীয় উৎসবে সবাই মিলে নদীর ধারে জড়ো হয়ে নদীর জলে স্নান করছে। ', 'জলাশয়ে অনেকগুলো মানুষ আছে।']"
1939.png,"['কয়েকজন বন্ধু মিলে একসাথে সবাই  সিঁড়ির উপর বসে আছে পাশে একটা প্রাইভেট গাড়ি থামানো আছে।  ', 'অনেকগুলো পুরুষ ও নারী একসাথে বসে আছে।']"
1940.png,"['নদীতে ঘাটে তিনটা নৌকা বাঁধা পাশে একটা লোক  নদীর পানিতে একটা লোক হাত ধুচ্ছে দেখা যাচ্ছে।  ', 'জলাশয় এর পারে কয়েকটি নৌকা ও কয়েকজন মানুষ আছে।']"
1941.png,"['মেঘলা আকাশ তার মধ্যে রেললাইনের উপর সাদা শার্ট ও জিন্স পরে সামনের দিকে মুখ করে দাঁড়িয়ে আছে। ', 'প্যান্ট ও শার্ট পরিহিত একজন পুরুষ দাড়িয়ে আছে।']"
1942.png,"['নৌকায় একটা ছেলে শার্ট ও লুঙ্গি  আর একটা মেয়ে কালো নীল জামা পরে দুইজন একাসাথে বসে গল্প করছে। ', 'একজন পুরুষ ও একজন হিজাব পরিহিত নারী বসে আছে।']"
1943.png,"['দুইজন মধ্যবয়সী লোক শার্ট, লুঙ্গি পড়নে তার মধ্যে একজন গায়ে গামছা জড়িয়ে আছে আর দুইজনই মাথায় বস্তা নিয়ে হেঁটে যাচ্ছে। ', 'দুইজন পুরুষ মাথায় বস্তা নিয়ে হেঁটে আসছে।']"
1944.png,"['আন্তর্জাতিক নারী দিবসে দুর্নীতি বিরোধী সাংস্কৃতিক অনুষ্ঠানে একজন মহিলা শিল্পী গান গাইছে আর তার সহযোগীরা বিভিন্ন বাদ্যযন্ত্র বাজাচ্ছে। ', 'একজন নারী মাঝখানে আছে। আসে পাশে পুরুষগুলো বাদ্যযন্ত্র বাজাচ্ছে।']"
1945.png,"['একটা ছোট ছেলে রং খেলায় মুখে রং মেখে চেহারা লাল- নীল করে ফেলেছে। ', 'একজন বালক মুখে রঙ মেখে আছে।']"
1946.png,"['পাঞ্জাবি-পায়জামা পরিধান করা, দাড়িগোঁফ ওয়ালা একজন লোক লঞ্চের ডেকে দাঁড়িয়ে নামাজ পড়ছে। ', 'সাদা পাঞ্জাবি ও টুপি পরিহিত একজন পুরুষ নামাজ পড়ছে।']"
1947.png,"['বিশ্ব পরিবেশ দিবস উপলক্ষে নর্থ বেঙ্গল ফটোগ্রাফিক সোসাইটির পরিবেশ শোভাযাত্রায় সাদা টিশার্ট পরে সবাই শোভাযাত্রা করছে। ', 'হাতে ব্যানার নিয়ে সাদা জামা পরিহিত অনেকগুলো পুরুষ মিছিল করছে।']"
1948.png,"['একজন কৃষক তার ধান ক্ষেতকে পোকামাকড় হাত থেকে রক্ষা করতে কাঁধে কীটনাশক নিয়ে ক্ষেতে কীটনাশক স্পেরে করছে। ', 'একজন ফসলের ক্ষেতে কাজ করছে।']"
1949.png,"['একজন কৃষক ক্ষেত থেকে সবজি তুলে সেই সবজির ঝুড়ি আবার অন্য কৃষকের মাথায় তুলে দিচ্ছে।  ', 'দুইজন পুরুষ একটি ঝাঁকা তুলছে।']"
1950.png,"['একটা নদীতে দুইটা নৌকা ভিড়ানো তার মধ্যে লাল শার্ট পড়া একজন লোক নৌকায় বসে আছে ,আর একজন কালো শার্ট পড়া লোক হাঁটু পানিতে আরেকজন বুক পানিতে দাঁড়িয়ে আছে। ', 'দুইটি নৌকা ও তিনজন মানুষ আছে।']"
1951.png,"['লাঙল চাষ করার জন্য একটা নতুন যন্ত্র জমিতে রেখে কয়েকজন মিলে পরীক্ষা নিরীক্ষা করছে। ', 'একজন পুরুষ একটি যন্ত্র ঠেলছে। পাশে কয়েকজন পুরুষ দাড়িয়ে আছে।']"
1952.png,"['চারজন লোক মিলে নৌকা থেকে টেনে কালো রঙের একটা পাগলা গরুকে নামাচ্ছে।  ', 'একটি গরু ও চারজন পুরুষ আছে।']"
1953.png,"['লাল ওড়না পড়া একজন মহিলা সবুজ ধানক্ষেতে বসে কাজ করছে।', 'একজন নারী ফসলের ক্ষেতে কাজ করছে।']"
1954.png,"['সমুদ্রের পাড়ে ভিড়ানো দুইটা বড় মাছ ধরার ট্রলার থেকে জেলেরা ঝুড়িতে করে মাছ নামাচ্ছে।  ', 'সমুদ্রের পারে দুইটি নৌকা ও কয়েকজন মানুষ আছে।']"
1955.png,"['একজন লোক ধান ঝাড়ছে আর পাশে একটা মেয়ে দাঁড়িয়ে তারদিকে তাকিয়ে হাসছে।', 'দুইজন মানুষ আছে।']"
1956.png,"['পড়ন্ত বিকেলে সূর্যাস্তের সময় একজন লোক গ্রামের রাস্তা ধরে সাইকেল চালিয়ে যাচ্ছে।', 'আলো ছায়াতে একটি সাইকেলের একটি চাকা দেখা যাচ্ছে।']"
1957.png,"['সাদা টিশার্ট ও লাল হাফ প্যান্ট পরে একটা ছোট ছেলে ধানক্ষেতের রাস্তায় ধান গাছ ধরে হাঁসি মুখে দাঁড়িয়ে আছে। ', 'একটি শিশু হেঁটে আসছে।']"
1958.png,"['আন্তর্জাতিক ভাষা দিবসে একজন লোক খালি গায়ে বসে রাস্তায় ভাষার কথা লিখছে আর তার পিঠে বাংলার লাল-সবুজ পতাকা আঁকা ও অমর একুশে লিখা আছে।  ', 'একজন মানুষের শরীরের পিছনের অংশ দেখা যাচ্ছে।']"
1959.png,"['বার্ষিক সাংস্কৃতিক অনুষ্ঠানে কয়েকজন ছোট বাচ্চা মেয়ে মিলে কেউ গান কেউ নাচ পরিবেশন করছে। ', 'কয়েকজন শিশু নাটক পরিবেশন করছে। তাদের সামনে একজন নারী ও একজন পুরুষ বসে আছে।']"
1960.png,"['বৃষ্টি ভেজা রাতের রাস্তায় কয়েকটা গাড়ি তার মঝে একটা হলুদ শার্ট পড়া একটা লোক ছাতা মাথায় দিয়ে সাইকেল করে যাচ্ছে। ', 'রাস্তায় একটি সাইলে ও কয়েকটি গাড়ি দেখা যাচ্ছে।']"
1961.png,"['একটা নদীতে তিনটা বাচ্চা ছেলে বস্তা দিয়ে ভেলা বানিয়ে বৈঠা হাতে ভেলা চালাচ্ছে তার পেছনে রাস্তায় দুইটা সাইকেলে দুইজন লোক যাচ্ছে। ', 'জলাশয় এর উপর ভেলাতে তিনজন শিশু আছে।']"
1962.png,"['বিজয় দিবসের সাংস্কৃতিক অনুষ্ঠানে একজন মহিলা নৃত্যশিল্পী বাংলাদেশের লাল-সবুজ পতাকার প্রতীকী শাড়ি পরে নাচছে। ', 'শাড়ি পরিহিত একজন নারী নৃত্য করছে']"
1963.png,"['সাদা শার্ট পড়া একজন কাঠুরে এক হাতে কুঠার ও হাতে গাছ ধরে গাছ কাটার জন্য দাঁড়িয়ে আছে।', 'একজন পুরুষ কুড়াল নিয়ে আছে।']"
1964.png,"['আকাশি পাঞ্জাবি সাথে সাদা পায়জামা ও নীল শার্ট, ধূসর রঙের প্যান্ট পড়া দুইজন লোক হাতে মাইক নিয়ে গান গাচ্ছে আর পিছনে কয়েকজন লোক বাদ্যযন্ত্র বাজাচ্ছে। ', 'দুইজন পুরুষ দাড়িয়ে গান করছে। পিছনে কয়েকজন বাদ্যযন্ত্র বাজাচ্ছে।']"
1965.png,"['সাদা-হলুদ রঙের জামা পড়া একটা বাচ্চা মেয়ে সমুদ্রের পাড়ে দাঁড়িয়ে হাত তালি দিচ্ছে আর হাসছে। ', 'একটি শিশু দাড়িয়ে আছে। পিছনে সমুদ্র আছে।']"
1966.png,"['লোহার দোকানের একজন লোক সাদা শার্ট, প্যান্ট ও মাথায় টুপি পড়ে হাতে লোহার জিনিস নিয়ে বসে কাজ করছে। ', 'একজন পুরুষ বসে আছে।']"
1967.png,"['নদীতে মাছ ধরার জন্য বেড়া দেয়া জায়গায় দুইটা নৌকা ভিড়ানো যার থেকে মাছ ধরা হচ্ছে। ', 'জলাশয়ে দুইটি নৌকা দেখা যাচ্ছে।']"
1968.png,"['ইটের ভাটার রাস্তা ধরে একটা ছোট শিশু খালি গায়ে অন্য দিকে তাকিয়ে হাঁটছে। ', 'নগ্ন একটি শিশু হেঁটে আসছে।']"
1969.png,"['একটা লোক কিছু লাল গোলাপের বান্ডিল মাথায় করে নিয়ে যাচ্ছে। ', 'একজন পুরুষ মাথায় অনেকগুলো ফুল নিয়ে আছে।']"
1970.png,"['লাল টিশার্ট ও লুঙ্গি পড়া একজন লোক পানিতে নেমে হাঁসেরপালকে খাবার খাওয়াচ্ছে। ', 'জলাশয়ে একজন পুরুষ ও অনেকগুলো হাঁস আছে।']"
1971.png,"['একজন লোক শার্ট ও লুঙ্গি পড়ে রাস্তা দিয়ে ভ্যান চালিয়ে যাচ্ছে। ', 'একজন পুরুষ ভ্যান চালাচ্ছে।']"
1972.png,"['রাস্তায় ড্রাম বিছানো তারমধ্যে কয়েকজন লোক ও মহিলা মিলে রাস্তার পিচ ঢালাই এর কাজ করার জন্য সরঞ্জামাদি তৈরি করছে। ', 'কয়েকজন মানুষ দেখা যাচ্ছে।']"
1973.png,"['একটা ছোট ছেলে কালো রঙের টিশার্ট পড়ে হাসিমুখে দাঁড়িয়ে আছে। ', 'একজন বালক গেঞ্জি পরে আছে।']"
1974.png,"['দুইজন ছেলে মেয়ে তারমধ্যে মেয়েটা ছেলেটার পিছনে হাসিমুখে দাঁড়িয়ে আছে।', 'একজন পুরুষ ও একজন নারী আছে।']"
1975.png,"['চাঁদের ঊজ্জল আলোয় সমুদ্রের পানি জল জল করছে আর তার মাঝে সমুদ্রের পাড়ে একটা ছেলে দাঁড়িয়ে আছে।', 'আবছা আলোতে জলাশয়ের পাশে একজন মানুষ দাড়িয়ে আছে।']"
1976.png,"['চারজন লোক আর দুইজন মহিলা একসাথে একটা খাবার টেবিলের পাশে দাঁড়িয়ে আছে। ', 'দুইজন নারী ও চারজন পুরুষ পাশাপাশি দাড়িয়ে আছে।']"
1977.png,"['গাছের উপর সবুজ গায়ের রং আর লাল-গোলাপি ঠোটের দুইটা টিয়া পাখি একসাথে জোড়া বেঁধে বসে আছে।', 'দুইটি পাখি দেখা যাচ্ছে।']"
1978.png,"['বনের চারদিকে সবুজ গাছপালা, নিচে শ্বাসমূল আর এর উপর দিয়ে দুইজন লোক হেঁটে যাচ্ছে। ', 'দূরে দুইজন মানুষ দেখা যাচ্ছে।']"
1979.png,"['দুইজন লোক নৌকা থেকে দাঁড়িয়ে বনের মধ্যে পানিতে থাকা ভোদর মাছ শিকার করছে। ', 'একটি নৌকাতে দুইজন মানুষ আছে।']"
1980.png,"['তিনজন লোক তিন দিকে দাঁড়িয়ে আছে , তাদের পিছনে দেয়ালে খোদাই করা কিছু ছবি আর তাদের সামনে একটা পুকুর দেখা যাচ্ছে।  ', 'সামনে দুইজন মানুষ ও পিছনে একজন মানুষ আছে।']"
1981.png,"['মে দিবসের আয়োজন অনুষ্ঠানে সাতজন লোক একসাথে টেবিলে বসে আছে। ', 'সাতজন পুরুষ পাশাপাশি বসে আছে।']"
1982.png,"['একজন লোক হাঁটু পানিতে নেমে টোপ দিয়ে মাছ ধরছে আর সেই মাছ সাথে আনা পাতিলাটাতে রাখছে। ', 'জলাশয়ে একজন পুরুষ আছে।']"
1983.png,"['পাচটা হরিণ একসাথে পাড়ে এসে পানি খাচ্ছে আর তাদের প্রতিচ্ছবি পানিতে প্রতিফলিত হচ্ছে। ', 'জলাশয়ের পাশে কয়েকটি হরিন আছে।']"
1984.png,"['একটা লোক সূর্যের আলোতে হাঁটু পানিতে নেমে  জাল দিয়ে মাছ ধরছে।  ', 'জলাশয়ে একজন মানুষ আছে।']"
1985.png,"['সূর্যের আলোয় নদীর পানি চিক চিক করছে আর তারমধ্যে কয়েকজন লোক মিলে একসাথে নদীর পানিতে গোসল করছে ও কাপড় ধুচ্ছে। ', 'জলাশয়ের পারে কয়েকজন মানুষ আছে।']"
1986.png,"['পাঞ্জাবি-পায়জামা পরিধান করা লোকটা লাঙল দিয়ে হাল চাষ করছে তার পিছনে দান্দিকে দুইটা লোক জমিতে সার দিচ্ছে আর ডানপাশের লোকটা বীজ বপন করছে। ', 'একজন পুরুষ ক্ষেতে কাজ করছে। দূরে তিনজন পুরুষ আছে।']"
1987.png,"['সাদা- নীল শার্ট পড়া একটা ছেলে তরমুজ হাতে নিয়ে হাঁসি মুখে দাঁড়িয়ে আছে। ', 'একজন বালক হাতে তরমুজ ধরে আছে।']"
1988.png,"['উঠোনে বসে একটা মহিলা কাজ করছে আর তার সাথে উঠোনে চেয়ারে বসে একটা লোক পেপার পড়ছে। ', 'একজন পুরুষ চেয়ারে বসে আছে। একজন নারী নিচে বসে আছে।']"
1989.png,"['মেকানিকের দোকানে একটা ছেলে সাদা-নঈল শার্ট ও জিন্স পড়ে হাঁসি মুখে বসে আছে। ', 'প্যান্ট ও গেঞ্জি পরে একজন বালক বসে আছে।']"
1990.png,"['জুতার দোকানের সামনে একজন লোক টুলের উপরে বসে মোবাইল হাতে নিয়ে দেখছে আর অন্য আর একটা লোক দাঁড়িয়ে তাঁকে দেখছে। ', 'জুতার দোকানের সামনে একজন পুরুষ বসে আছে ও একজন পুরুষ দাড়িয়ে আছে।']"
1991.png,"['সমুদ্রের দুইটা নৌকা দখা যাচ্ছে আর পাড়ে কয়েকজন মহিলা, পুরুষ, শিশু কোমড় পানিতে নেমে ভিজছে।', 'জলাশয়ে শাড়ি পরিহিত অনেকগুলো নারী আছে।']"
1992.png,"['কয়েকজন পুলিশ বন্দুক হাতে একসাথে দাঁড়িয়ে আছে সাথে সাদা টিশার্ট পড়া একজন বৃদ্ধ লোক ও আছে। ', 'কয়েকজন পুলিশ ও দুইজন পুরুষ দাড়িয়ে আছে।']"
1993.png,"['ফেয়ারওয়েল অনুষ্ঠানে পাঞ্জাবি পড়া একজন লোক একটা মেয়ের হাতে ক্রেস্ট তুলে দিচ্ছে আর আশেপাশে আর মহিলা পুরুষ দাঁড়িয়ে আছে।', 'একজন পুরুষ একজন নারীকে পুরুস্কার দিচ্ছে। পাশে কয়েকজন মানুষ আছে।']"
1994.png,"['একজন সবজি বিক্রেতা বিভিন্ন রকমের সবজি নিয়ে বসেছে আর তার পেছনে তিনজন লোক একাত টুলের উপর বসে আছে।', 'চারজন মানুষ বসে আছে। অনেকগুলো সবজির ঝাঁকা আছে।']"
1995.png,"['নদীর উপর ব্রিজ আর তার উপর দিয়ে একটা বাচ্চা ও পিছনে একটা মহিলা একসাথে ব্রিজ পাড় হচ্ছে। ', 'একজন নারী ও একটি শিশু হেঁটে যাচ্ছে।']"
1996.png,"['একজন মহিলা লাল-কালো-সাদা রঙের জামা ও কপালে টিপ পড়ে দাঁড়িয়ে আছে। ', 'একজন নারী তাকিয়ে আছে।']"
1997.png,"['সংগ্রাম থেকে স্বাধীনতা সাংস্কৃতিক অনুষ্ঠানে লাল-সবুজ জামা পড়ে একসাথে বসে গানবাজনা করছে।', 'অনেকগুলো নারী ও পুরুষ সারিবদ্ধভাবে পাশাপাশি বসে আছে।']"
1998.png,"['কয়েকজন লোক একসাথে বসে একে অন্যের কাঁধে হাত রেখে দাঁড়িয়ে আছে।', 'সামনে চারজন পুরুষ বসে আছে। পিছনে অনেকগুলো পুরুষ দাড়িয়ে আছে।']"
1999.png,"['উপরে মেঘলা আকাশ নিচে সবুজ ঘাস, মাঠের মধ্যে পানি জমেছে আর তার পাড় ধরে হেঁটে যাচ্ছে একজন লোক।', 'জলাশয়ের পাশ দিয়ে একজন পুরুষ হেঁটে যাচ্ছে।']"
2000.png,"['নববর্ষের উৎসবে কয়েকজন মিলে হাতে ঢোল গলায় ঝুলিয়ে, মুখোশ হাতে নিয়ে আনন্দ মিছিল করছে।', 'সামনে দুইজন মানুষ ঢোল বাজাচ্ছে। পিছনে অনেকগুলো মানুষ আছে।']"
2001.png,"['মাটিতে আল্পনা আঁকা তার মধ্যে একটা লোক সঙ সেজে, মাথায় টুপি পড়ে, কাঁধে ঝুড়ি নিয়ে হেঁটে যাচ্ছে। ', 'একজন মানুষ পিঠে কিছু নিয়ে রাস্তা দিয়ে হেঁটে যাচ্ছে।']"
2002.png,"['কয়েকজন মহিলা, পুরুষ মিলে রাস্তায় আন্দোলন করেছে আর তার মধ্যে সামনের দুই তিন জনের মুখ রুমাল দিয়ে ঢেকে রেখেছে। ', 'এখানে কয়েকজন পুরুষ আছে।']"
2003.png,"['একজন মহিলা লাল-সাদা শাড়ি ও হাতে চুরি পড়ে সবুজ ক্ষেতের পথ ধরে হেঁটে যাচ্ছে। ', 'শাড়ি পরিহিত একজন নারী ফসলের ক্ষেতের মাঝে দাড়িয়ে আছে।']"
2004.png,"['রাস্তায় অনেকগুলা ভ্যান ভিড়ানো, একটা ভ্যানের মধ্যে একজন মহিলা তার কোলে একটা বাচ্চা বসে আছে, অন্য আরেকটা বাচ্চা দাঁড়িয়ে আচ্ছে। ', 'দুইটি শিশু ও একজন নারী আছে।']"
2005.png,"['রামপাল বিদ্যুৎ কেন্দ্র চুক্তি স্বাক্ষরের প্রতিবাদে সুন্দরবন রক্ষা জাতীয় কমিটির পাছজন সদস্য, দুইজন মহিলা ও তিনজন পুরুষ মিলে সংবাদ সম্মেলন করছে।', 'তিনজন পুরুষ ও দুইজন নারী পাশাপাশি বসে আছে।']"
2006.png,"['নীল রঙের জামা পড়ে ছয়জন ছোট মেয়ে মঞ্চে দাঁড়িয়ে একসাথে নাচছে। ', 'নীল জামা পরিহিত পাঁচজন নারী দাড়িয়ে নৃত্য করছে।']"
2007.png,"['সুন্দরবন রক্ষায় বিজ্ঞান আনদোলন মঞ্চের পক্ষ থেকে স্কুল - কলেজ এর শিক্ষার্থীরা একসাথে রাস্তায় মিছিল করছে।', 'শরীরে পোস্টার লাগিয়ে কয়েকজন মানুষ হেঁটে আসছে। পিছনে ব্যানার নিয়ে অনেকগুলো মানুষ আসছে।']"
2008.png,"['বিজয় দিবসে একজন পতাকা বিক্রেতার কাছ থেকে একজন বাবা তার সন্তানের জন্য পতাকা কিনছে।', 'সামনে দুইজন পুরুষ, একজন নারী ও একটি শিশু আছে।']"
2009.png,"['দুইটা নৌকা, একটার মধ্যে মাঝি খেড় বোঝাই করে নিয়ে যাচ্ছে আর অন্য নৌকা খালি শুধু মাঝি একা নৌকা চালিয়ে নিয়ে যাচ্ছে। ', 'দুইটি নৌকা আছে। একটি নৌকা মালামাল ভর্তি আছে।']"
2010.png,"['একটা ছোট ছেলে স্পাইডার ম্যান এর পোশাক পড়ে হাতে সাইকেল ধরে দাঁড়িয়ে আছে।', 'একজন মানুষ সম্পূর্ণ শরীর ঢেকে রেখেছে।']"
2011.png,"['মাঠে কয়েকজন ছোট ছেলে সবাই মিলে দড়ি টানাটানি খেলা খেলছে।', 'কয়েকজন বালক আছে।']"
2012.png,"['কয়েকজন ছেলে মেয়ে একসাথে দাঁড়িয়ে, হাত উচু করে হাসিমুখ করে দাঁড়িয়ে আছে।', 'অনেকগুলো নারী ও পুরুষ একসাথে আছে।']"
2013.png,"['গ্রাম্য প্রতিযোগিতায় একজন লোক তার কাঁধে আর একজন লোককে নিয়ে দৌড় দিচ্ছে , সেই কাঁধের লোকের হাতে একটা মাটির হাড়িও আছে।', 'একজন পুরুষ আরেকজন পুরুষকে কাঁধে তুলে রেখেছে। দূরে অনেকগুলো মানুষজন আছে।']"
2014.png,"['গ্রামের দুই কৃষাণী মিলে কুলাতে করে ধান নিয়ে সেই ধান চালছে।', 'দুইজন নারী কাজ করছে।']"
2015.png,"['সরিষা ক্ষেতের পথ ধরে দুই ছোট মেয়ে লাল-হলুদ শাড়ি পড়ে, হাতে লাল-সবুজ পতাকা নিয়ে হেঁটে যাচ্ছে।', 'শাড়ি পরে দুইটি মেয়ে শিশু সরিষা ক্ষেতের পাশ দিয়ে হেঁটে যাচ্ছে।']"
2016.png,"['একজন শিক্ষক এক মাদ্রাসার শিক্ষার্থীর হাতে বইয়ের সেট তুলে দিচ্ছে। ', 'একজন পুরুষ আরেকজন পুরুষকে বই দিচ্ছে। পাশে কয়েকজন মানুষ আছে।']"
2017.png,"['একজন দম্পতি একসাথে আছে যেখানে মেয়েটা দোলনায় বসে আর ছেলে মেয়েটার পিছনে দাঁড়িয়ে একে অপরের দিকে তাকিয়ে আছে।', 'দোলনায় শাড়ি পরিহিত একজন নারী বসে আছে। পাশে পাঞ্জাবি পরিহিত একজন পুরুষ দাড়িয়ে আছে।']"
2018.png,"['একটা লোক নৌকায় বসে আছে আর তার পাশে থাকা বালতি থেকে পানি নিয়ে একটা আহত পাখির মাথায় পানি ঢালছে।', 'মানুষের দুইটি হাত ও দুইটি পা দেখা যাচ্ছে।']"
2019.png,"['সমুদ্রের মাছ ধরার ট্রলার থেকে জেলেরা মাছ নামাচ্ছে আর কতোগুলো সাদা বক পানির উপর দিয়ে উড়ছে।', 'পাঁচজন মানুষ, একটি নৌকা ও কয়েকটি সাদা পাখি দেখা যাচ্ছে।']"
2020.png,"['সমুদ্রের পানিতে অদূরে একটা জাহাজ ভিড়ানো আর চড় পড়া একটা জায়গায় তিনজন লোক একসাথে দাঁড়িয়ে আছে।', 'জলাশয়ের মাঝখানে তিনজন মানুষ দাড়িয়ে আছে। দূর দিয়ে একটি জাহাজ যাচ্ছে।']"
2021.png,"['একজন ফল বিক্রেতা ফলের দোকানে বসে আছে আর তার চারদিকে লাল-হলুদ-সবুজ-কালো ফল সাজানো।', 'ফলের দোকানে একজন পুরুষ বসে আছে।']"
2022.png,"['চারদিকে সবুজ ক্ষেত তার মাঝখান দিয়ে একটা রাস্তা, রাস্তার দুই পাশে তালগাছের সারি আর সেই পথ ধরে দুই সাইকেলে করে তিনজন লোক যাচ্ছে। ', 'অনেকগুলো গাছের মাঝ দিয়ে সাইকেলে তিনজন মানুষ যাচ্ছে।']"
2023.png,"['সূর্যাস্তের সময় কমলা আকাশ রাস্তায় দুই তাল গাছ দাঁড়িয়ে আছে আর সেই রাস্তার পথ ধরে একটা লোক হাতে ঝুড়ি নিয়ে হেঁটে যাচ্ছে।', 'আলো ছায়াতে দুইটি গাছ ও একটি মানুষ দেখা যাচ্ছে।']"
2024.png,"['একটা লোক নীল রঙের একটা গাড়ির মধ্যে বাইরে পা বের করে  শুয়ে আছে।', 'একজন পুরুষ শুয়ে ঘুমাচ্ছে।']"
2025.png,"['চারদিকে সবুজ ক্ষেত তার মাঝখান দিয়ে একটা রাস্তা, রাস্তা দিয়ে একটা কিশোরী হাসিমুখে দৌড়ে যাচ্ছে।', 'একজন নারী দৌড় দিচ্ছে।']"
2026.png,"['পাঁচজন বন্ধু একে অন্যের কাঁধে কাঁধ রেখে একসাথে বসে আছে। ', 'সামনে তিনজন পুরুষ ও পিছনে একজন পুরুষ আছে।']"
2027.png,"['লাল জামা পড়া একটা ছোট শিশু উল্টিয়ে পালটিয়ে দেখছে আর বইয়ের দিকে তাকিয়ে আছে। ', 'একটি শিশু বই দেখছে।']"
