image_name,captions,Generated,Gemini_generated
1505.jpg,"['একটি মৌমাছি বসে আছে ।', 'একটি মৌমাছি ফুলের ওপর বসে আছে ।', 'একটি মৌমাছি একটি ছোট ফুলের ওপর বসে আছে ।', 'একটি মৌমাছি হলুদ রঙের ফুলের উপর বসে আছে ।', 'একটি মৌমাছি ফুল হতে মধু আহরণ করছে ।']","Q: 'মৌমাছিটি কোন রংয়ের ফুলের উপর বসে আছে?'
A: 'মৌমাছিটি হলুদ রংয়ের ফুলের উপর বসে আছে।'"," Q: ছবিতে কি আছে?
A: ছবিতে একটি মৌমাছি হলুদ রঙের ফুলের উপর বসে আছে এবং মধু আহরণ করছে।"
1598.jpg,"['একজন মানুষ একতারা বাজাচ্ছে ।', 'কয়েকজন মানুষ দেখা যাচ্ছে ।', 'একতারা হাতে একজন মানুষ দাঁড়িয়ে আছে ।', 'তিনজন মানুষ বসে আছে ।', 'কয়েকজন মানুষ লোহার বেড়ার সাথে দাঁড়িয়ে আছে ।']","Q: 'ছবিতে কয়জন মানুষ একতারা বাজাচ্ছে?'   
A: 'একজন মানুষ একতারা বাজাচ্ছে।'"," Q: ছবিতে কি দেখা যাচ্ছে ?
A: ছবিতে একজন লোককে একতারা বাজাতে দেখা যাচ্ছে। তার সামনে আরও কয়েকজন লোক বসে আছে।"
1680.jpg,"['একটি খোলা জায়গা আছে ।', 'ধুলিময় একটি রাস্তা আছে ।', 'কিছু গাছের সারি রয়েছে ।', 'খড়ের গাদা রয়েছে ।', 'দূরে কিছুলোক দাঁড়িয়ে গল্প করছে ।']","Q: 'ছবিতে দেখা মাটির রাস্তাটি কোন ধরনের পরিবেশ প্রতিফলিত করছে?'
A: 'ছবিটি একটি গ্রামীণ ধুলিময় পরিবেশ প্রতিফলিত করছে, যেখানে রাস্তার পাশে খড়ের গাদা ও গাছের সারি দেখা যাচ্ছে।'"," Q: ছবিটিতে কি কি দেখা যাচ্ছে ?
A: ছবিটিতে একটি খোলা জায়গা দেখা যাচ্ছে । সেখানে একটি ধুলিময় রাস্তা আছে । রাস্তার দুপাশে কিছু গাছের সারি রয়েছে । একটি জায়গায় খড়ের গাদা রয়েছে । দূরে কিছুলোক দাঁড়িয়ে গল্প করছে ।"
1751.jpg,"['একজন লোক আছে ।', 'লুঙ্গি ও জামা পরে একজন লোক আছে ।', 'একজন লোক কাজ করছে ।', 'একজন লোক ইটের কোয়ার উপর আছে ।', 'একজন লোক ইটের কোয়া রাখছে ।']","Q: 'ছবিতে দেখা লোকটি কি ধরনের পোশাক পরিহিত?'
A: 'লুঙ্গি ও জামা পরিহিত একজন লোক।'"," Q: ছবিতে কী দেখা যাচ্ছে?
A: ছবিতে একজন লোককে ইটের কোয়া মাথায় নিয়ে হাঁটা দেখা যাচ্ছে।"
1855.jpg,"['দুইজন মানুষ রাস্তায় হাঁটছে ।', 'কুয়াশার মাঝে দুইজন মানুষ হাঁটছে ।', 'দুইজন মানুষ স্টেশন এ হাঁটছে ।', 'দুইজন মানুষ কুয়াশার মাঝে দুইজন মানুষ হাঁটছে ।', 'মানুষ দুইটির পাশে গাছপালা দেখা যাচ্ছে ।']","Q: 'ছবিতে দুইজন মানুষ কোথায় হাঁটছে?'
A: 'দুইজন মানুষ কুয়াশার মাঝে স্টেশনে হাঁটছে।'"," Q: ছবিটিতে দুজন মানুষ কোথায় হাঁটছে?
A: ছবিটিতে দুজন মানুষ রেল স্টেশনে হাঁটছে।"
2123.jpg,"['কয়েকটি মূর্তি আছে ।', 'তিনজন পুরুষ দাঁড়িয়ে আছে ।', 'একজন পুরুষ কালো জামা পড়ে দাঁড়িয়ে আছে ।', 'পুরুষটির মাথায় কালো ক্যাপ আছে ।', 'পুরুষটির পায়ে নীল জুতা আছে ।']","Q: 'ছবিতে দেখা যাচ্ছে কয়টি মূর্তি?'
A: 'চারটি মূর্তি দেখা যাচ্ছে।'"," Q: ছবিতে কী দেখা যাচ্ছে?
A: ছবিতে একজন পুরুষকে দেখা যাচ্ছে, যিনি কালো জামা এবং নীল জুতা পরে আছেন। তার মাথায় একটি কালো টুপি রয়েছে। তিনি একটি মন্দিরের সামনে দাঁড়িয়ে আছেন। মন্দিরটির দুটি দরজা রয়েছে এবং প্রতিটি দরজার পাশে একটি করে মূর্তি রয়েছে।"
2136.jpg,"['কিছু সবুজ গাছ আছে ।', 'সমুদ্রের তীর ঘেষে কিছু গাছ আছে ।', 'কয়েকটি বাড়ি আছে ।', 'বাড়িগুলির ছাদ কমলা রং এর ।', 'পাথরের তৈরি রাস্তা আছে ।']","Q: 'ছবিতে দেখা যাচ্ছে যে, সমুদ্রের তীর ঘেষে কোন ধরনের গাছ আছে?'
A: 'ছবিতে সমুদ্রের তীর ঘেষে সবুজ গাছ দেখা যাচ্ছে।'"," Q: উপরের ছবিটি কিভাবে বর্ণনা করা যায়?
A: উপরের ছবিটিতে কিছু সবুজ গাছ, সমুদ্রের তীর ঘেষে কিছু গাছ, কয়েকটি বাড়ি, বাড়িগুলির ছাদ কমলা রং এর এবং পাথরের তৈরি রাস্তা আছে।"
2150.jpg,"['একটি পুরুষ দাঁড়িয়ে আছে ।', 'একটি পুরুষ নীল রং এর জামা দাঁড়িয়ে আছে ।', 'একটি পুরুষ হাত দুদিকে ছড়িয়ে দাঁড়িয়ে আছে ।', 'পুরুষটির পায়ে নীল রং এর জুতা আছে ।', 'দুটি হলুদ রং এর ছাতা আছে ।']","Q: 'চিত্রে পুরুষটির জুতার কি রং?'
A: 'নীল রং'"," Q: ছবিতে কী দেখা যাচ্ছে?
A: ছবিতে একজন পুরুষকে দেখা যাচ্ছে, যে দাঁড়িয়ে আছে এবং হাত দু'দিকে ছড়িয়ে দিয়ে দাঁড়িয়ে আছে। তার পায়ে নীল রঙের জুতা আছে এবং সে নীল রঙের জামা পরে আছে। তার পেছনে একটি হলুদ রঙের ছাতা রয়েছে।"
2160.jpg,"['একটি রেললাইন আছে ।', 'রেললাইন ধরে কিছু মানুষ হেঁটে যাচ্ছে ।', 'রেললাইনের দুই পাশে জঙ্গল আছে ।', 'একটি সবুজ রং এর সাইনবোর্ড আছে ।', 'নীল জামা পড়া একজন লোক পাশে দাঁড়িয়ে আছে ।']","Q: 'রেললাইনের দুই পাশে কি আছে?'
A: 'রেললাইনের দুই পাশে জঙ্গল আছে।'"," Q: রেললাইন ধরে লোকজন কোথায় যাচ্ছে?
A: রেললাইন ধরে লোকজন জঙ্গলের ভিতরের দিকে যাচ্ছে।"
2180.jpg,"['একটি লাল দালান আছে ।', 'দালানে একটি গম্বুজ আছে এবং এর রং কালো ।', 'দালানের চারপাশে কালো দেয়াল আছে ।', 'কালো দেয়ালে শুভ নববর্ষ লেখা আছে ।', 'কালো দেয়ালে এন যে এম লেখা আছে ।']","Q: 'দালানের কোন অংশ লাল রঙের?'
A: 'দালানটির গায়ের রঙ লাল।'"," Q: উপরের ছবিটি কোন দালানের?
A: উপরের ছবিটি লাল দালানের।"
2243.jpg,"['কিছু পাহাড় আছে ।', 'একটি নদী আছে ।', 'নদীতে একটি লঞ্চ আছে ।', 'অনেকগুলো মানুষ আছে ।', 'লঞ্চ থেকে কালো ধোঁয়া বের হচ্ছে ।']","Q: 'ছবিতে কী দেখা যাচ্ছে?'
A: 'ছবিতে একটি নদী ও পাহাড়ের দৃশ্য দেখা যাচ্ছে। নদীতে একটি লঞ্চ চলছে, যেখান থেকে কালো ধোঁয়া বের হচ্ছে। বেশ কয়েকজন মানুষ এই দৃশ্য উপভোগ করছে।'"," Q: ছবিতে কি কি আছে?
A: ছবিতে পাহাড়, নদী, লঞ্চ এবং মানুষ আছে।"
2427.jpg,"['খাবার দেখা যাচ্ছে ।', 'স্টিলের প্লেটে খাবার রাখা হয়েছে ।', 'এক প্লেটে খাবার রাখা আছে ।', 'একপিস পিজ্জা পরে রয়েছে ।', 'প্লেটে এক টুকরা পিজ্জা পরে আছে ।']","Q: 'প্লেটের উপর কি ধরনের খাবার রাখা আছে?'
A: 'প্লেটের উপর এক টুকরা পিজ্জা রাখা আছে।'"," Q: ছবিটিতে কি দেখা যাচ্ছে?
A: ছবিটিতে একটি প্লেটে রাখা পিজ্জার একটি টুকরো দেখা যাচ্ছে।"
2436.jpg,"['টবিলে এক প্লেট খাবার রাখা আছে ।', 'সাদা প্লেটে খাবার পরিবেশন করা আছে ।', 'প্লেটে দুই দধরনের খাবার রয়েছে ।', 'খাবারগুলো স্তুপাকারে রাখা হয়েছে ।', 'উপরে একটি বড় মাংসের টুকরা আছে ।']","Q: 'ছবিতে কোন ধরনের খাবার দুইটি প্লেটে পরিবেশন করা হয়েছে?'
A: 'ছবিতে একটি সাদা প্লেটে ওয়াফেল এবং একটি বড় মাংসের টুকরা পরিবেশন করা হয়েছে।'"," Q: ছবিতে কি কি দেখা যাচ্ছে ?
A: ছবিতে এক প্লেটে দুই ধরনের খাবার পরিবেশন করা আছে । উপরে একটি বড় মাংসের টুকরা আছে আর নিচে ওয়াফেল রয়েছে ।"
2503.jpg,"['পাস্তা আছে ।', 'বেকড পাস্তা আছে ।', 'একটি সাদা বাটিতে পাস্তা আছে ।', 'একটি সাদা বাটিতে “বারিলা” লেখা আছে ।', 'একটি টেবিলে সাদা একটি বাটি আছে ।']","Q: 'ছবিতে কোন ধরণের পাস্তা দেখা যাচ্ছে?'
A: 'বেকড পাস্তা দেখা যাচ্ছে।'"," Q: ছবিতে কি আছে?
A: ছবিতে একটি সাদা বাটিতে পাস্তা আছে। পাস্তাটি বেক করা হয়েছে। বাটিটি একটি টেবিলের উপর রয়েছে।"
2517.jpg,"['একটি বাটি আছে ।', 'একটি বাটিতে মাংসের টুকরা আছে ।', 'একটি বাটিতে তিন টুকরা মাংস আছে ।', 'একটি সাদা বাটিতে খাবার আছে ।', 'একটি টেবিলে খাবার আছে ।']","Q: 'ছবিতে বাটিতে কয় টুকরা মাংস আছে?'
A: 'বাটিতে তিন টুকরা মাংস আছে।'"," Q: ছবিটিতে কি আছে?
A: ছবিটিতে একটি সাদা বাটিতে তিন টুকরা মাংস রয়েছে।"
2609.jpg,"['একটি বাটি আছে ।', 'একটি বাটিতে খাবার আছে ।', 'লেবু কাটা আছে ।', 'চামচ আছে ।', 'একটি ভাজা মাছ আছে ।']","Q: 'প্লেটে কি কি খাবার পরিবেশিত হয়েছে?'
A: 'প্লেটে একটি ভাজা মাছ, কিছু লেবু কাটা, সবজি, ভুট্টা এবং কোলস্ল সালাদ পরিবেশিত হয়েছে।'"," Q: ছবিতে কি কি আছে?
A: ছবিতে একটি প্লেট আছে। প্লেটের উপর ভাত, মাছ, সবজি ও লেবু আছে।"
2614.jpg,"['কয়েকটি বাটি আছে ।', 'দুটি বাটিতে চামচ আছে ।', 'দোসা আছে ।', 'কয়েকটি স্টিলের বাটি আছে ।', 'তরকারি আছে ।']","Q: 'চিত্রে কতগুলো বাটি দেখা যাচ্ছে এবং কতগুলোতে চামচ রয়েছে?'
A: 'চিত্রে চারটি বাটি দেখা যাচ্ছে এবং দুটি বাটিতে চামচ রয়েছে।'"," Q: ছবিটিতে কী কী আছে?
A: ছবিটিতে একটি ডোসা, তরকারি এবং চাটনি রয়েছে।"
2674.jpg,"['একটি বাটিতে খাবার আছে ।', 'একটি বাটিতে অনেক ধরনের খাবার আছে ।', 'প্যানকেক আছে ।', 'মাশরুম আছে ।', 'সসেজ আছে ।']","Q: 'ছবিতে কী কী খাবার দেখা যাচ্ছে?'
A: 'প্যানকেক, মাশরুম এবং সসেজ দেখা যাচ্ছে।'"," Q: ছবির পাত্রে কি কি আছে ?
A: ছবির পাত্রে প্যানকেক, মাশরুম, সসেজ এবং ডিম আছে ।"
2700.jpg,"['একটি রাস্তা আছে ।', 'অনেক গাছপালা আছে ।', 'একটি দালান আছে ।', 'অনেকগুলো গাড়ি আছে ।', 'অনেকজন মানুষ আছে ।']","Q: 'ছবিতে কী ধরনের দালান দেখা যাচ্ছে?'
A: 'ছবিতে একটি সাদা রঙের দালান দেখা যাচ্ছে, যার মাথায় একটি বড় মিনার আছে।'"," Q: ছবিতে কি কি আছে ?
A: ছবিতে একটি রাস্তা আছে, অনেক গাছপালা আছে, একটি দালান আছে, অনেকগুলো গাড়ি আছে এবং অনেকজন মানুষ আছে।"
2759.jpg,"['দুটি পাখি আছে ।', 'একটি পাখি উড়ছে ।', 'একটি পাখি বসে আছে ।', 'একটি পাখি খড়কুটো নিয়ে উড়ে যাচ্ছে ।', 'একটি পাখি একটি বাক্সের উপরে বসে আছে ।']","Q: 'ছবিতে কতগুলি পাখি দেখা যাচ্ছে এবং তারা কি কি করছে?'
A: 'ছবিতে দুটি পাখি দেখা যাচ্ছে। এর মধ্যে একটি পাখি বাক্সের উপরে বসে আছে এবং অন্য পাখিটি খড়কুটো নিয়ে উড়ছে।'"," Q: দুটি পাখি কি করছে?
A: একটি পাখি উড়ছে আর একটি পাখি বসে আছে।"
2799.jpg,"['একজন মানুষ আছে ।', 'কয়েকটি নৌকা আছে ।', 'একজন মানুষ বসে আছে ।', 'একজন মানুষ নৌকার ধারে বসে আছে ।', 'একটি জলাশয় কয়েকটি বাশ আছে ।']","Q: 'ছবিতে মানুষটি কোন জায়গায় বসে আছে?'
A: 'মানুষটি নৌকার ধারে বসে আছে।'"," Q: ছবিতে কী আছে?
A: ছবিতে একজন মানুষ আছে। সে একটি নৌকার ধারে বসে আছে। আরও কিছু নৌকা আছে। একটি জলাশয় আছে। কিছু বাঁশ আছে।"
2883.jpg,"['চুলায় রান্না হচ্ছে ।', 'রান্না হচ্ছে ।', 'চুলায় মুরগি রান্না হচ্ছে ।', 'চুলার আশেপাশে অনেকে বসে ও দাঁড়িয়ে আছে ।', 'ইট ও কয়লা দিয়ে চুলা তৈরী করা হচ্ছে ।']","Q: 'চিত্রে কি ধরনের চুলা ব্যবহার করা হচ্ছে?'
A: 'চিত্রে ইট ও কয়লা দিয়ে তৈরি চুলা ব্যবহার করা হচ্ছে।'"," Q: ছবিতে কি রান্না হচ্ছে?
A: ছবিতে মুরগি রান্না হচ্ছে।"
2903.jpg,"['একটি গাছ দেখা যাচ্ছে ।', 'একটি পাতা শূন্য গাছ দেখা যাচ্ছে ।', 'একটি গাছ ও খোলা আকাশ দেখা যাচ্ছে ।', 'একটি গাছের পেছনে কিছু গাছের পাতা দেখা যাচ্ছে ।', 'একটি বিশাল পাতাঝরা গাছ দেখা যাচ্ছে ।']","Q: 'ছবিতে দেখা যাচ্ছে কেমন ধরণের গাছ?'
A: 'ছবিতে একটি বিশাল পাতাঝরা গাছ দেখা যাচ্ছে।'"," Q: ছবিটিতে কি দেখা যাচ্ছে?
A: ছবিটিতে একটি পাতাশূন্য গাছ দেখা যাচ্ছে।"
2955.jpg,"['একটি মগে পানি রাখা ।', 'দুটি আম আছে ।', 'দুটি পচা আম আছে ।', 'একটি লাল মগের পাশে দুটি পচা আম রাখা ।', 'মাটিতে একটি ভাঙা ইট আছে ।']","Q: 'লাল মগের পাশে কয়টি আম রাখা আছে?'
A: 'দুটি আম রাখা আছে।'"," Q: ছবিতে কি কি আছে ?
A: ছবিতে একটি লাল রঙের মগে পানি আছে, পাশেই দুটি আম রাখা আছে এবং মাটিতে একটি ভাঙা ইট পড়ে আছে ।"
2982.jpg,"['টিন আছে ।', 'একটি নতুন টিন আছে ।', 'টিনে নীল রঙের লেখা দেখা যাচ্ছে ।', 'টিনে পাখির ছবি দেখা যাচ্ছে ।', 'টিনে ঈগল পাখির ছবি দেখা যাচ্ছে ।']","Q: 'টিনের উপরে কোন পাখির ছবি রয়েছে?'
A: 'টিনের উপরে ঈগল পাখির ছবি রয়েছে।'"," Q: ছবিটিতে কি দেখা যাচ্ছে?
A: ছবিটিতে একটি টিন দেখা যাচ্ছে। টিনের উপরে ঈগল পাখির ছবি আছে। টিনের রং ধূসর এবং ঈগল পাখির রং নীল।"
3028.jpg,"['কিছু টব আছে ।', 'কিছু টবে চারা গাছ লাগানো আছে ।', 'তিনটি টবে চারা গাছ লাগানো আছে ।', 'তিনটি টব আছে ।', 'একটি টবে বড় সবুজ চারা আছে ।']","Q: 'ছবিতে মোট কতগুলি টব দেখা যাচ্ছে এবং কতগুলিতে চারা গাছ রোপণ করা হয়েছে?'
A: 'ছবিতে তিনটি টব দেখা যাচ্ছে এবং প্রতিটিতেই চারা গাছ রোপণ করা হয়েছে।'"," Q: ছবিতে কয়টা টব আছে?
A: ছবিতে তিনটি টব আছে।"
3037.jpg,"['কিছু মানুষ মাঠে দাঁড়িয়ে আছে ।', 'কিছু মানুষ কাশবনে দাঁড়িয়ে আছে ।', 'কিছু মানুষ কাশবনে ঘুরতে গেছে ।', 'কিছু মানুষ কাশবনে ছবি তুলছে ।', 'কিছু মহিলা কাশবনে ছবি তুলছে ।']","Q: 'ছবিতে দেখা মানুষগুলো কোথায় দাঁড়িয়ে আছে?'
A: 'মানুষগুলো কাশবনে দাঁড়িয়ে আছে।'"," Q: ছবিতে কি দেখা যাচ্ছে?
A: ছবিতে কিছু মানুষকে কাশবনে দাঁড়িয়ে আছে দেখা যাচ্ছে।"
3085.jpg,"['একটি পার্কের প্রধান ফটক দেখা যাচ্ছে ।', 'একটি পার্কের প্রধান ফটকে সাইনবোর্ড ঝুলছে ।', 'একটি পার্কে সকলকে স্বাগতম জানানো হচ্ছে ।', 'পার্কের প্রধান ফটকে স্পিকার লাগানো ।', 'একটি সাফারি পার্ক দেখা যাচ্ছে ।']","Q: 'চিত্রে থাকা সাইনবোর্ডে কি লেখা আছে?'
A: 'সাইনবোর্ডে লেখা আছে ""Welcome to Cone Safari Park""।'"," Q: কোন জায়গায় সবুজ রঙের লম্বা লম্বা ঘাসের মতো সাজানো একটি সাইনবোর্ড দেখা যাচ্ছে?
A: কোর সাফারি পার্কের প্রধান ফটকে সবুজ রঙের লম্বা লম্বা ঘাসের মতো সাজানো একটি সাইনবোর্ড দেখা যাচ্ছে।"
3126.jpg,"['কয়েকটি বেলুন রয়েছে ।', 'কয়েকটি রঙিন বেলুন রয়েছে ।', 'কতগুলো বেলুন টাঙানো রয়েছে ।', 'কতগুলো রঙিন বেলুন টাঙানো রয়েছে ।', 'বিকেলবেলা কতগুলো বেলুন টাঙানো রয়েছে ।']","Q: 'ছবিতে কতগুলো বেলুন দেখা যাচ্ছে?'
A: 'ছবিতে তিনটি বেলুন দেখা যাচ্ছে।'"," Q: কতগুলো বেলুন টাঙানো রয়েছে?
A: ছবিটিতে মোট 6 টি বেলুন টাঙানো রয়েছে।"
3182.jpg,"['সূর্যাস্ত যাচ্ছে ।', 'গোধূলি লগ্নে সূর্য অস্ত যাচ্ছে ।', 'কিছু উঁচু দালান কোঠা দেখা যাচ্ছে ।', 'সন্ধ্যা ঘনিয়ে আসছে ।', 'আকাশের লাল আভা দেখা যাচ্ছে ।']","Q: 'ছবিতে সূর্যাস্তের সময় কি কি দেখা যাচ্ছে?'
A: 'ছবিতে সূর্যাস্তের সময় একটি লাল আভা সহ আকাশ এবং কিছু উঁচু দালান কোঠা দেখা যাচ্ছে।'"," Q: সূর্য ডোবার সময় আকাশ কেমন দেখাচ্ছে?
A: সূর্য ডোবার সময় আকাশ লালচে দেখাচ্ছে।"
3215.jpg,"['একটি বউ দেখা যাচ্ছে ।', 'বউটি লাল শারি পড়ে আছে ।', 'বউটি অনেক গহনা পড়ে আছে ।', 'কন্যাটির মাথাই ফুল দেখা যাচ্ছে ।', 'বউটি হাসছে ।']","Q: 'ছবির বউটি কি ধরনের পোশাক পরে আছে?'
A: 'বউটি লাল শারি পরে আছে।'"," Q: বউটি কি পরে আছে?
A: বউটি লাল শাড়ি পরে আছে।"
3312.jpg,"['দুটি মৌমাছি দেখা যাচ্ছে ।', 'মৌমাছিগুলির চোখটি লাল রঙের ।', 'মৌমাছিগুলির অনেক পা দেখা যাচ্ছে ।', 'মৌমাছিগুলি একটি পাতার উপর বসে আছে ।', 'মৌমাছিগুলি কালো রঙের ।']","Q: 'ছবিতে দুটি মৌমাছি কি করছে?'
A: 'ছবিতে দুটি মৌমাছি একটি পাতার উপর বসে আছে।'"," Q: ছবিতে কী দেখা যাচ্ছে?
A: ছবিতে দুটি মাছি দেখা যাচ্ছে।"
3417.jpg,"['একটি ফুলগাছের ছবি দেখা যাচ্ছে ।', 'ফুলগাছের একটি ফুল দেখা যাচ্ছে ।', 'ফুলগাছে একটি লাল ফুল দেখা যাচ্ছে ।', 'ফুলগাছের ডাল দেখা যাচ্ছে ।', 'ফুলগাছের সবুজ ডাল দেখা যাচ্ছে ।']","Q: 'ফুলগাছের কোন রঙের ফুল দেখা যাচ্ছে?'
A: 'ফুলগাছে লাল রঙের ফুল দেখা যাচ্ছে।'"," Q: গাছের ডালে কি রঙের ফুল ফুটেছে?
A: গাছের ডালে লাল রঙের ফুল ফুটেছে।"
3510.jpg,"['একটি কাঠের টেবিল এর উপর একটি স্টিল এর পাত্র দেখা যাচ্ছে ।', 'একটি স্টিল এর পাত্রের ভিতর কিছু নুডলস দেখা যাচ্ছে ।', 'একটি পাত্রে নুডলস আছে এবং কাঠের ।', 'একটি স্টিল এর পাত্রের ভিতর কিছু নুডলস ও একটি চামচ দেখা যাচ্ছে ।', 'কাঠের টেবিল এর উপর একটি পাত্রে নুদলাস + ছামচ ।']","Q: 'ছবিতে নুডলসের পাত্রটি কোন উপাদানের তৈরি?'
A: 'ছবিতে নুডলসের পাত্রটি স্টিলের তৈরি।'"," Q: ছবিটিতে কি দেখা যাচ্ছে?
A: ছবিটিতে একটি কাঠের টেবিলের উপর একটি স্টিলের পাত্রে নুডলস দেখা যাচ্ছে।"
3564.jpg,"['একটি ফোনের ছবি দেখা যাচ্ছে ।', 'একটি হাত ফোনটি ধরে রেখেছে ।', 'ফোনটি দিয়ে বিকেলের দৃশ্য এর ছবি তোলা হচ্ছে ।', 'ফোনটিতে ক্যামেরা অ্যাপ ব্যাবহার করা হচ্ছে ।', 'ফোনটি দিয়ে বিকেলের কমলা আকাশ এর ছবি তোলা হচ্ছে ।']","Q: 'ছবিতে কি ধরণের দৃশ্য ফোনের ক্যামেরা দিয়ে তোলা হচ্ছে?'
A: 'ফোনটি দিয়ে বিকেলের কমলা আকাশের ছবি তোলা হচ্ছে।'"," Q: ছবিটি কিভাবে তোলা হয়েছে?
A: ছবিটি একটি ফোন দিয়ে তোলা হয়েছে।"
3579.jpg,"['একটি খড়ের গাঁদার ছবি দেখা যাচ্ছে ।', 'একটি বাদামী খড়ের গাঁদার ছবি দেখা যাচ্ছে ।', 'খড়ের গাঁদা ও পিছে ধান খেতের ছবি দেখা যাচ্ছে ।', 'খড়ের গাঁদা ,ধান খেত ও পরিষ্কার আকাশের ছবি দেখা যাচ্ছে ।', 'রাস্তার পাশে খড়ের গাঁদা ,ধান খেত ও পরিষ্কার আকাশের ছবি দেখা যাচ্ছে ।']","Q: 'ছবিতে কি দেখা যাচ্ছে?'
A: 'ছবিতে একটি বাদামী খড়ের গাঁদা, পিছে ধান খেত এবং পরিষ্কার আকাশ দেখা যাচ্ছে।'"," Q: ছবিটিতে কি দেখা যাচ্ছে?
A: ছবিটিতে একটি খড়ের গাঁদার ছবি দেখা যাচ্ছে।"
3607.jpg,"['একটি চশমা , ল্যাপটপ এবং একটি প্লেট এ কিছু খাবার ।', 'চশমা , ল্যাপটপ ,একটি প্লেট এ কিছু খাবার ও এক কাপ কফি ।', 'ল্যাপটপ এবং একটি প্লেট এ কিছু খাবার দেখা যাচ্ছে ।', 'একটি চশমা , ল্যাপটপ এবং একটি প্লেট এ কিছু খাবার ।', 'ল্যাপটপ ,একটি প্লেট এ কিছু খাবার ও এক কাপ কফি ।']","Q: 'ছবিতে কোন কোন জিনিস দেখা যাচ্ছে?'
A: 'ছবিতে একটি ল্যাপটপ, একটি প্লেটে কিছু খাবার, চশমা, এবং একটি কাপ কফি দেখা যাচ্ছে।'"," Q: ছবিটিতে কি কি দেখা যাচ্ছে ?
A: ছবিটিতে একটি ল্যাপটপ, একটি প্লেটে কিছু খাবার এবং একটি কাপ কফি দেখা যাচ্ছে।"
3621.jpg,"['পাহাড়ের গা ঘেঁষে ঝর্ণা পরছে ।', 'চারিদিক এ অনেক গাছ ও মাঝখানে ঝর্ণা ।', 'শান্ত স্নিগ্ধ অপরূপ ঝর্ণা ।', 'চারিদিক এ অনেক গাছ ও মাঝখানে ঝর্ণা ।', 'পাহাড়ের গা ঘেঁষে ঝর্ণা পরছে ।']","Q: 'ছবিতে দেখা ঝর্ণাটি কোথায় অবস্থিত?'
A: 'ছবিতে দেখা ঝর্ণাটি কোনো পাহাড়ের গা ঘেষে অবস্থিত এবং চারিদিকে অনেক গাছ রয়েছে।'"," Q: ছবিটিতে কি দেখা যাচ্ছে?
A: ছবিটিতে একটি ঝর্ণা দেখা যাচ্ছে। ঝর্ণাটি একটি পাহাড়ের গা ঘেঁষে পরছে। ঝর্ণার চারপাশে অনেক গাছ রয়েছে। ঝর্ণার নিচে সবুজ রঙের পানি জমে আছে। ঝর্ণাটির আশেপাশে শান্ত ও স্নিগ্ধ পরিবেশ বিরাজ করছে।"
3647.jpg,"['পাহাড়ি রাস্তার মধ্যে দিয়া চাঁদের গাড়ি যাচ্ছে ।', 'পাহাড়ি রাস্তা ও চাঁদের গাড়ি ।', 'পাহাড়ি রাস্তার মধ্যে দিয়া চাঁদের গাড়ি যাচ্ছে ।', 'পাহাড়ি রাস্তা ও চাঁদের গাড়ি ।', 'পাহাড়ি রাস্তার মধ্যে দিয়া চাঁদের গাড়ি যাচ্ছে ।']","Q: 'ছবিতে কোন ধরণের গাড়ি পাহাড়ি রাস্তা দিয়ে যাচ্ছে?'
A: 'একটি জীপ গাড়ি পাহাড়ি রাস্তা দিয়ে যাচ্ছে।'"," Q: পাহাড়ি রাস্তায় গাড়ি চালানোর সময় কি কি সাবধানতা অবলম্বন করা উচিত?
A: পাহাড়ি রাস্তায় গাড়ি চালানোর সময় অবশ্যই সাবধানতা অবলম্বন করা উচিত। পাহাড়ি রাস্তা সাধারণত সরু এবং ঘुমটোয়া হয়, তাই গাড়ি চালানোর সময় গতি কম রাখা উচিত। এছাড়াও, পাহাড়ি রাস্তায় প্রায়ই ধুলাবালি থাকে, তাই গাড়ির হেডলাইট জ্বালিয়ে রাখা উচিত।"
3739.jpg,"['সুন্দর একটি ছেলের ছবি ।', 'ছেলেটি একটি হাত মুখের উপর ।', 'ছেলেটির হাতে ক্যামেরা রয়েছে ।', 'ছেলেটি একটি হাত মুখের উপর ।', 'সুন্দর একটি ছেলের ছবি ।']","Q: 'ছেলেটির হাতে কি রয়েছে?'
A: 'ছেলেটির হাতে একটি ক্যামেরা রয়েছে।'"," Q: ছবিটিতে কী আছে?
A: ছবিটিতে একজন ছেলে আছে। সে একটি হাতে ক্যামেরা ধরে আছে এবং অন্য হাতে মুখ ঢেকে আছে।"
3852.jpg,"['পুকুরের ধারে একটি বাড়ি ও কিছু গাছ দেখা যাছে ।', 'পুকুরের ধারে বাড়ি রয়েছে ।', 'বাড়িটি খড়ি দিয়ে ঘেরা আছে ।', 'পুকুরে অনেক শ্যাওলা আছে ।', 'পুকুরটি শ্যাওলায় পরিপূর্ন ।']","Q: 'পুকুরের ধারে কি ধরনের বাড়ি দেখা যাচ্ছে?'
A: 'পুকুরের ধারে খড়ি দিয়ে ঘেরা একটি বাড়ি দেখা যাচ্ছে।'"," Q: ছবিটিতে কি দেখা যাচ্ছে?
A: ছবিটিতে একটি পুকুরের ধারে একটি বাড়ি দেখা যাচ্ছে। বাড়িটি খড় দিয়ে ঘেরা এবং পুকুরটি শ্যাওলায় পরিপূর্ণ।"
